Comments,HateSpeech
সবচাইতে অবাক করার বিষয় হইল মৌমিতার বান্ধবী একজন মেয়ে হয়ে ধর্ষণকারীদের সাহায্য করলো,hate
এর থেকে বড় খারাপ ভিসার কি হতে পারে,nonhate
যে কিনা তার সহকর্মী হয়ে তার মুখ চেপে ধরল। এবং সেসব জানোয়ারদের সঙ্গ দিলো,hate
ভাবতেও কষ্ট লাগে কি পরিমাণ নির্যাতনের শিকার হয়েছে কষ্টে বুক ফেটে যায়,nonhate
এদেরকে দ্রুত বিচারের আওতায় আনা হোক,nonhate
আল্লাহর গজব পরুক জানওয়ার গুলার উপরে,hate
মেয়েরাই মেয়েদের ক্ষতি বেশি করে ,hate
কুওার বাচ্চা দের এমন শাস্তি দেয়া হোক আর যেন কেউ নারীদের উপর এমন কিছু করতে সাহস না পায়,hate
দোষীরা যাতে শাস্তি পায় বিচার চাই আমরা,nonhate
এই জালিমদের এমন শাস্তি দেওয়া হোক যাতে কোন মেয়ে এই কালো অধ্যায়ের শিকার না হয়,hate
এদের জনসাধারণের হাতে তুলে দেওয়া হোক।,hate
এদের শাস্তি দেখে যেন কোনো জানোয়ার এরকম অপরাধ করার কথা ভাবতেও না পারে।,hate
ছি আর যে দুজন মেয়ে কলিগ এর সাথে যুক্ত এরা তো মেয়ের নামের কলঙ্ক,hate
আচ্ছা আমার নারীরা এইবার পুরুষ ধর্ষণ শুরু করতে হবে।,nonhate
ওই জানোয়ার গুলো রাস্তা দিয়ে যেতে ভয় পায় ,hate
কি আর বলব মেয়েরাই তো মেয়েদের শত্রু ,hate
হে ঈশ্বর কি করে পারে একটা মেয়ে আর একটা মেয়ে কে ঐভাবে শেষ করে দিতে,nonhate
সব কালপিট গুলোর শাস্তি চাই,hate
একটা মেয়ে হয়ে আরেকটা মেয়ের এতো বড়ো ক্ষতি করে কি করে ?,nonhate
এমন শাস্তি হোক‌‌ যা দেখে সবাই শিউৱে ওঠে।,nonhate
মানুষ এতটা খারাপ কিভাবে হয়!,hate
জাস্ট দম বন্ধ হয়ে আসছে! মেয়েটাকে কত খারাপ ভাবে মারা হলো!,nonhate
আল্লাহ! এই গুলা মানুষের কাজ না এদেরকে পশুর সাথেও তুলনা করা যাবে না তাহলে পশুকে অপমান করা হবে,nonhate
আল্লাহ পাক এদের উপযুক্ত শাস্তি দেন দোয়া করি।,nonhate
নারীর এমন নির্যাতন যে সমাজেই হোক তা ঘৃন্য,hate
ধর্ষন এর বিচার হোক প্রকাশ্যে মৃত্যুদন্ড,hate
মৌমিতা আপু আজ নিজেকে পুরুষ বলতে লজ্জা লাগছে ,nonhate
যারা এই নির্দয় নির্মম পশুর মতো কাজ করেছে তারাও যে পুরুষ এর ট্যাগ লাগানো কুলাঙ্গার ,hate
জানোয়ার দের সবোর্চ্চ শাস্তি দাবি করছি,hate
"মানুষ বানায় পাঠাইলেও, মানুষ হইলাম কই?",nonhate
